formula,inchikey,mass,atom-count,bond-count,rotatable-bonds,tpsa,vabc,moriguchi-logp,rule-of-five-violations
C4H9NO3,AYFVYJQAPQTCCC-UHFFFAOYSA-N,119.11916,17,16,2.0,83.55,112.471378813,-1.05743818426,0
C6H12O6,WQZGKKKJIJFFOK-UHFFFAOYSA-N,180.15588,24,24,1.0,110.38,152.717267959,-2.88890648211,0
C6H11NO3,GFXYTQPNNXGICT-UHFFFAOYSA-N,145.15644,21,20,5.0,80.39,144.426889364,-0.377745226675,0
C6H13O9P,NBSCHQHZLSJFNQ-UHFFFAOYSA-N,260.135782,29,29,3.0,166.72,198.915201468,-4.46837938662,1
C39H64N6O26,ZTGNGDIIWOADCE-UHFFFAOYSA-N,1032.95006,135,138,26.0,513.03,909.745268864,-9.86663815614,2
C25H42N2O19,RPSBVJXBTXEJJG-UHFFFAOYSA-N,674.60298,88,90,14.0,343.95,584.98514987,-7.32764354011,2
C14H18N2O4,HLRUKOJSWOKCPP-UHFFFAOYSA-N,278.30372,38,40,2.0,87.74,238.439459776,1.24676454269,0
C14H19N2O7P,ZMRGXEJKZPRBPJ-UHFFFAOYSA-N,358.283622,43,45,4.0,144.08,284.637393286,-0.273615813704,0
C20H32O5,DSNBHJFQCNUKMA-UHFFFAOYSA-N,352.46508,57,58,14.0,75.99,365.804991217,2.20725927728,0
C20H34O5,GMVPRGQOIOIIMI-UHFFFAOYSA-N,354.48096,59,59,14.0,94.83,378.161449918,2.20725927728,0
C3H7NO,BCDGQXUMWHRQCB-UHFFFAOYSA-N,73.09378,12,11,1.0,43.09,77.5949407863,-0.678910640891,0
C6H10N3O4P,PKYFHKIYHBRTPI-UHFFFAOYSA-N,219.135062,24,24,3.0,128.37,169.144972488,-1.38359983329,0
C6H11N3O7P2,AGQJQCFEPUVXNK-UHFFFAOYSA-N,299.114964,29,29,5.0,184.71,215.342905997,-2.87566927514,0
C7H9N5O2,CQQNNQTXUGLUEV-UHFFFAOYSA-N,195.17866,23,24,1.0,116.39,156.033853319,-0.632378724418,0
C4H7NO3,SAUCHDKDCUROAO-UHFFFAOYSA-N,117.10328,15,14,2.0,80.39,109.834920113,-1.16489784761,0
C10H16NO3PS,XIZOTXGJXSTQDI-UHFFFAOYSA-N,261.277702,32,32,6.0,95.61,226.054187932,0.466495705909,0
C9H16N4O6,XKQZIXVJVUPORE-UHFFFAOYSA-N,276.24654,35,35,6.0,184.69,229.782886566,-2.92144285987,1
H3N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,17.03052,4,3,0.0,3.24,19.553218909,-2.058,0
H4N,MLIDFQCSELDMJX-UHFFFAOYSA-N,18.03846,5,4,0.0,3.24,20.8714482594,-5.742,0
C10H14N5O7P,UDMBCSSLTHHNCD-UHFFFAOYSA-N,347.221222,37,39,4.0,195.88,248.443735407,-1.39285309428,2
C19H30O2,QGXBDMJGAMFCBF-UHFFFAOYSA-N,290.4403,51,54,0.0,37.3,302.698326489,3.80322466477,0
CH6NOP,FBVWYYILRHVALZ-UHFFFAOYSA-N,79.038202,10,9,0.0,59.84,65.4666836434,-0.882789104786,0
C7H7NO2,RWZYAGGXGHYGMB-UHFFFAOYSA-N,137.13598,17,17,1.0,63.32,124.403271187,1.13220817178,0
C10H14N5O10PS,IRLPACMLTUPBCL-UHFFFAOYSA-N,427.284422,41,43,6.0,239.25,293.323439566,-2.86030508963,2
C5H10O5,SRBFZHDQGSBBOR-UHFFFAOYSA-N,150.1299,20,20,0.0,90.15,126.631056632,-2.49466291734,0
C5H11O8P,PPQRONHOSHZGFQ-UHFFFAOYSA-N,230.109802,25,24,6.0,154.33,182.548990142,-3.82254457143,0
C20H32O2,YZXBAPSDXZZRGB-UHFFFAOYSA-N,304.46688,54,53,18.0,37.3,358.874311115,4.85426100171,0
C6H14N4O2,ODKSFYDXXFIFQN-UHFFFAOYSA-N,174.20096,26,25,6.0,127.72,168.626943288,-0.313366145466,1
AsHO4,DJHGAFSJWGLOIV-UHFFFAOYSA-N,139.92714,6,5,0.0,83.42,63.0009844806,-4.72739969149,0
AsH3O4,DJHGAFSJWGLOIV-UHFFFAOYSA-N,141.94302,8,7,0.0,77.76,65.6374431814,-4.72739969149,0
C6H8O6,TYQCGQRIZGCHNB-UHFFFAOYSA-N,176.12412,20,20,2.0,107.22,147.444350557,-3.14136614547,0
C4H8N2O3,DCXYFEDJOCDNAF-UHFFFAOYSA-N,132.11792,17,16,3.0,106.41,120.831680321,-1.54656166214,0
C23H30ClN3O,GPKJTRJOBQGKQK-UHFFFAOYSA-N,399.9568,58,60,9.0,37.39,375.131093183,4.05209843702,0
C10H16N5O13P3,ZKHQWZAMYRWXGA-UHFFFAOYSA-N,507.181026,47,49,8.0,308.56,340.839602426,-3.85522958422,2
C3H7NO2,UCMIRNVEIXFBKS-UHFFFAOYSA-N,89.09318,13,12,2.0,63.32,86.3851674869,-0.702690797079,0
C7H6O,HUMNYLRZRPPJDN-UHFFFAOYSA-N,106.12194,14,14,1.0,17.07,104.616284278,1.76877743276,0
C6H6,UHOVQNZJYSORNB-UHFFFAOYSA-N,78.11184,12,12,0.0,0.0,81.1665316528,2.2549215488,0
C7H5O2,WPYMKLBDIGXBTP-UHFFFAOYSA-N,121.1134,14,14,1.0,40.13,112.088281629,1.69998832797,0
C7H6O2,WPYMKLBDIGXBTP-UHFFFAOYSA-N,122.12134,15,15,1.0,37.3,113.406510979,1.69998832797,0
C7H8O,WVDDGKGOMKODPV-UHFFFAOYSA-N,108.13782,16,16,1.0,20.23,107.252742979,1.59114265768,0
C14H25NO11,KFEUJDWYNGMDBV-UHFFFAOYSA-N,383.3484,51,52,6.0,198.4,331.040121275,-4.63049808255,2
C19H30O5S,ZMITXKRGXGRMKS-UHFFFAOYSA-N,370.5035,55,58,2.0,80.67,347.578030649,1.97975768417,0
C5H11NO2,GMTCLSZGPOBNLA-UHFFFAOYSA-N,117.14634,19,18,2.0,43.37,120.977136739,-3.5241686723,0
C5H12NO2,GMTCLSZGPOBNLA-UHFFFAOYSA-N,118.15428,20,19,2.0,40.54,122.295366089,-3.5241686723,0
C5H12NO,VGKUXUMQDMUIAR-UHFFFAOYSA-N,102.15488,19,18,2.0,20.31,113.505139388,-3.50038851611,0
C33H36N4O6,BPYKTIZUTYGOLE-UHFFFAOYSA-N,584.66214,79,82,14.0,171.9,546.116095776,2.40064633681,1
C33H34N4O6,RCNSAJSGRJSBKK-UHFFFAOYSA-N,582.64626,77,80,14.0,169.0,543.479637075,2.33269389724,0
C9H13N5O3,FEMXZDUTFRTWPE-UHFFFAOYSA-N,239.23122,30,31,2.0,136.62,199.416049271,-0.729975434397,1
C10H16N2O3S,YBJHBAHKTGYVGT-UHFFFAOYSA-N,244.31064,32,33,5.0,78.43,218.403694732,0.561930032311,0
C12H10O2,YKOQAAJBYBTSBS-UHFFFAOYSA-N,186.2066,24,25,1.0,40.46,171.357058006,2.51419117277,0
C12H9N2O8P,AZDGVMNOJIRIOO-UHFFFAOYSA-N,340.182222,32,33,6.0,157.21,260.646274632,1.79786664664,0
C68H129N2O20P,HLDJGHAAKRKPAV-UHFFFAOYSA-N,1325.727022,220,221,62.0,356.67,1367.04996889,0.507891185874,2
C34H66NO12P,HEHQDWUWJVPREQ-UHFFFAOYSA-N,711.861102,114,114,31.0,222.12,715.297293901,0.338606998577,2
C17H26N8O5,CXNPLSGKWMLZPZ-UHFFFAOYSA-N,422.43894,56,57,10.0,203.85,380.445284201,0.272458659564,2
Br,CPELXLSAUQHCOX-UHFFFAOYSA-N,79.904,1,0,0.0,0.0,26.521848328,0.545628078778,0
BrH,CPELXLSAUQHCOX-UHFFFAOYSA-N,80.91194,2,1,0.0,0.0,27.8400776784,0.545628078778,0
C4H8O,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,72.10572,13,12,2.0,17.07,83.894165204,0.654961507233,0
C4H10O2,OWBTYPJTUOEWEK-UHFFFAOYSA-N,90.121,16,15,1.0,40.46,95.3208506054,-0.0808275975532,0
C4H10O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,74.1216,15,14,2.0,20.23,86.5306239048,0.799961507233,0
C4H8O2,FERIUCNNQQJTOY-UHFFFAOYSA-N,88.10512,14,13,2.0,37.3,92.6843919046,0.586172402447,0
C25H42N7O17P3S,CRFNGMNYKDXRTN-UHFFFAOYSA-N,837.623966,95,97,24.0,393.06,668.033446988,-3.69275511786,2
C4H9O5P,JSHMCUNOMIZJDJ-UHFFFAOYSA-N,168.085022,19,18,4.0,93.64,138.882325414,-1.14056166214,0
C41H65N9O28P2,IMWOXEZVYQDRDF-UHFFFAOYSA-N,1193.945824,145,147,37.0,597.9,1022.83664415,-8.24512901572,2
C40H65N9O26P2,QAXSYKNMKWGHOF-UHFFFAOYSA-N,1149.936324,142,144,36.0,560.6,990.596664828,-7.8787296348,2
C87H143N7O23P2,PNWZQTONLRRPST-UHFFFAOYSA-N,1717.046944,262,262,77.0,493.35,1767.02853082,-0.234032126261,2
C95H156N8O28P2,OXJNZXDFVLDLEI-UHFFFAOYSA-N,1920.239464,289,290,82.0,581.37,1945.35138414,-2.77928057286,2
Ca,FAQLAUHZSGTTLN-UHFFFAOYSA-N,40.078,1,0,0.0,0.0,0.0,-1.041,0
C5H14N2,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,102.17806,21,20,4.0,52.04,117.029902246,0.328611483892,0
C10H12N5O6P,IVOMOUWHDPKRLL-UHFFFAOYSA-N,329.205942,34,37,1.0,164.65,227.297050005,-0.675870292336,1
C5H12N4O3,FSBIGDSBMBYOPN-UHFFFAOYSA-N,176.17378,24,23,6.0,136.95,160.121185363,-0.638215231854,1
CH2NO2,KXDHJXZQYSOELW-UHFFFAOYSA-N,60.03208,6,5,0.0,66.15,50.4749688848,-1.86356926097,0
CH3NO2,KXDHJXZQYSOELW-UHFFFAOYSA-N,61.04002,7,6,0.0,63.32,51.7931982352,-1.86356926097,0
CH4NO5P,FFQKYPRQEYGKAF-UHFFFAOYSA-N,141.019922,12,11,2.0,119.66,97.9911317448,-3.52648027364,0
C5H8N2O5,HLKXYZVTANABHZ-UHFFFAOYSA-N,176.12742,20,19,5.0,129.72,153.071659647,-1.54694814786,0
CO2,CURLTUGMZLYLDI-UHFFFAOYSA-N,44.0095,3,2,0.0,34.14,38.1599793262,-1.94724876814,0
CO,CFHIDWOYWUOIHU-UHFFFAOYSA-N,28.0101,2,1,0.0,23.06,29.3697526256,-0.959,0
C9H12O4,RKDFGWAXBBGKMR-UHFFFAOYSA-N,184.18918,25,25,3.0,77.76,179.115392333,0.529475595791,0
CHO2,BDAGIHXWWSANSR-UHFFFAOYSA-N,45.01744,4,3,0.0,40.13,39.4782086766,-1.02778910479,0
CH2O2,BDAGIHXWWSANSR-UHFFFAOYSA-N,46.02538,5,4,0.0,37.3,40.796438027,-1.02778910479,0
C2H4NO3,NQRKYASMKDDGHT-UHFFFAOYSA-N,90.05806,10,9,2.0,75.38,76.5611802112,-1.21784828275,0
C2H5NO3,NQRKYASMKDDGHT-UHFFFAOYSA-N,91.066,11,10,2.0,72.55,77.8794095616,-1.21784828275,0
C12H16NO9P,QKMBYNRMPRKVTO-UHFFFAOYSA-N,349.230502,39,39,9.0,183.43,289.605575928,-2.04233786959,1
C7H15NO3,JUKJNXQROUFFFI-UHFFFAOYSA-N,161.1989,26,25,4.0,63.6,164.359332691,-3.60106445444,0
C6H6O2,YCIMNLLNPGFGHC-UHFFFAOYSA-N,110.11064,14,14,0.0,40.46,98.7469850539,0.893132444018,0
C9H15N3O11P2,ZWIADYZPOWUWEW-UHFFFAOYSA-N,403.176424,40,41,6.0,243.51,290.035307976,-3.64883544993,2
C14H27N4O11P2,LLNZIYQPSNLDDG-UHFFFAOYSA-N,489.331904,58,59,10.0,235.75,388.830220664,-6.62210551313,2
C15H25N3O16P2,CGPHZDRCVSLMCF-UHFFFAOYSA-N,565.317024,61,63,9.0,322.66,425.405890533,-5.44057160333,2
C11H20N4O11P2,WVIMUEUQJFPNDK-UHFFFAOYSA-N,446.244224,48,49,9.0,258.53,335.624037436,-3.75452926881,2
C12H22O11,GUBGYTABKSRVRQ-UHFFFAOYSA-N,342.29648,45,46,4.0,189.53,288.087850516,-4.70989836697,2
C10H12N5O7P,ZOOGRGPOEVQQDX-UHFFFAOYSA-N,345.205342,35,38,1.0,184.62,236.087276706,-0.450853094281,1
C4H6O3,VOKUMXABRRXHAR-UHFFFAOYSA-N,102.08864,13,12,2.0,54.37,98.8381599044,-0.357067417097,0
CH4,VNWKTOKETHGBQD-UHFFFAOYSA-N,16.04246,5,4,0.0,0.0,25.8524433267,0.203,0
C11H12Cl2N2O5,IWJAKVNBYYJHFE-UHFFFAOYSA-N,323.12938,32,32,7.0,115.38,258.740326841,1.22806034506,0
C10Cl10O,LHHGDZSESBACKH-UHFFFAOYSA-N,490.6364,21,25,0.0,17.07,277.99845716,4.91151536266,0
C2H3ClO2,FOCAUTSVDIKZOP-UHFFFAOYSA-N,94.49702,8,7,1.0,37.3,73.3034904233,0.133089359109,0
C6H5ClO2,AJPXTSMULZANCB-UHFFFAOYSA-N,144.5557,14,14,0.0,40.46,113.958052824,1.5143535529,0
C24H38O5,RHCPKKNRWFXMAT-UHFFFAOYSA-N,406.55552,67,70,4.0,94.83,412.91247102,3.17175003624,0
C24H40O5,BHQCQFFYRZLCQQ-UHFFFAOYSA-N,408.5714,69,72,4.0,97.99,415.54892972,3.27920969959,0
C27H46O,HVYWMOMLDIMFJA-UHFFFAOYSA-N,386.65354,74,77,5.0,20.23,432.275976796,6.39249452547,1
C5H14NO,GDPPXFUBIJJIKR-UHFFFAOYSA-N,104.17076,21,20,2.0,23.47,116.141598089,-3.35538851611,0
C10H10O6,WTFXTQVDAKGDEY-UHFFFAOYSA-N,226.1828,26,26,4.0,104.06,208.718912958,-0.0910326647604,0
C9H8O,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,132.15922,18,18,3.0,17.07,136.571794829,2.06560261048,0
C9H10O,OOCCDEMITAIZTP-UHFFFAOYSA-N,134.1751,20,20,3.0,20.23,139.20825353,2.15151006236,0
C6H6O6,GTZCVFVGUGFEME-UHFFFAOYSA-N,174.10824,18,17,5.0,111.9,154.527891856,-0.500464286398,0
C6H6O4,TXXHDPDFNKHHGW-UHFFFAOYSA-N,142.10944,16,15,5.0,74.6,136.947438455,0.247156632393,0
C6H8O7,KRKNYBCHXYNGOX-UHFFFAOYSA-N,192.12352,21,20,5.0,132.13,165.954577258,-1.16923460837,0
Cl,VEXZGXHMUGYJMC-UHFFFAOYSA-N,35.453,1,0,0.0,0.0,22.4492971208,0.203,0
ClH,VEXZGXHMUGYJMC-UHFFFAOYSA-N,36.46094,2,1,0.0,0.0,23.7675264712,0.203,0
C9H14N3O8P,IERHLVCPSMICTF-UHFFFAOYSA-N,323.196522,35,36,4.0,187.17,243.837374467,-2.2413481755,2
C17H26N3O15P,KSWWYTQOPBWHCP-UHFFFAOYSA-N,543.373202,62,63,13.0,311.46,438.463920976,-4.34678697589,2
C20H31N4O16P,TXCIAUNLDRJGJZ-UHFFFAOYSA-N,614.451102,72,74,12.0,332.72,497.782403061,-4.6071389255,2
C21H36N7O16P3S,RGJOEKWQDUBAIZ-UHFFFAOYSA-N,767.534126,84,86,20.0,414.79,592.695740485,-3.80369591251,2
C48H75CoN11O8,FXQKCTIZFFIAQT-UHFFFAOYSA-N,993.111195,143,146,21.0,357.31,936.630098723,-1.35111582346,2
C48H75N11O8,SYBWFVYQKOQJDX-UHFFFAOYSA-N,934.178,142,146,21.0,357.31,936.630098723,-1.35111582346,2
C11H16N4O5,YOOVTUPUBVHMPG-UHFFFAOYSA-N,284.26854,36,38,2.0,132.36,230.871711716,-1.18176689259,0
C36H44N4O8,NIUVHXTXUXOFEB-UHFFFAOYSA-N,660.75656,92,96,12.0,212.36,608.500961756,1.91835822668,2
C9H8O3,NGSWKAQJJWESNS-UHFFFAOYSA-N,164.15802,20,20,3.0,57.53,154.15224823,1.4290333495,0
C9H6O2,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,146.14274,17,18,0.0,26.3,133.005562829,1.87281350569,0
C30H42N7O18P3S,DMZOKBALNZWDKI-UHFFFAOYSA-N,913.676866,101,104,25.0,413.29,729.501303314,-3.64801530273,2
C10H14O,OIGWAXDAPKFNCQ-UHFFFAOYSA-N,150.21756,25,25,2.0,20.23,159.140696857,2.54526062232,0
C10H12O,WTWBUQJHJGUZCY-UHFFFAOYSA-N,148.20168,23,23,2.0,17.07,156.504238156,2.7228953974,0
C8H8O4,YHXHKYRQLYQUIH-UHFFFAOYSA-N,168.14672,20,20,2.0,77.76,148.282949006,0.389902107185,0
C6H13O7PS,CNSJRYUMVMWNMC-UHFFFAOYSA-N,260.201982,28,27,7.0,134.1,209.563772125,-2.69650169236,0
C27H46O,QETLKNDKQOXZRP-UHFFFAOYSA-N,386.65354,74,77,5.0,20.23,432.275976796,6.39249452547,1
C6H14N2O2,NGDLSXMSQYUVSJ-UHFFFAOYSA-N,146.18756,24,23,4.0,89.34,149.269881573,-0.270285563319,0
C9H10O2,YOMSJEATGXXYPX-UHFFFAOYSA-N,150.1745,21,21,2.0,29.46,147.998480231,1.80672095757,0
C9H17N4O9P,RQRINYISXYAZKL-UHFFFAOYSA-N,356.226442,40,40,8.0,241.03,275.980820076,-4.35135652722,2
C27H44O2,IOIZWEJGGCZDOL-UHFFFAOYSA-N,400.63706,73,76,5.0,37.3,438.429744796,5.40424575733,1
C7H8O,QWVGKYWNOKOFNN-UHFFFAOYSA-N,108.13782,16,16,0.0,20.23,107.252742979,1.85914265768,0
C3H6N2O4,NWZYYCVIOKVTII-UHFFFAOYSA-N,134.09074,15,14,3.0,112.65,112.325922395,-1.55360180974,0
C5H10O4,IGUZJYCAXLYZEE-UHFFFAOYSA-N,134.1305,19,18,3.0,77.76,127.560829932,-1.45999910281,0
C7H6O3,YGSDEFSMJLZEOE-UHFFFAOYSA-N,138.12074,16,16,1.0,57.53,122.19673768,1.13220817178,0
C2H8NO3P,QQVDJLLNRSOCEL-UHFFFAOYSA-N,125.063582,15,14,2.0,93.36,100.34312167,-2.02984828275,0
C7H8O2,PGSWEKYNAOWQDF-UHFFFAOYSA-N,124.13722,17,17,0.0,40.46,116.04296968,1.2463535529,0
C14H10O9,COVFEVWNJUOYRL-UHFFFAOYSA-N,322.2238,33,34,4.0,164.75,262.20769676,0.674534854214,1
C7H8O,RLSSMJSEOOYNOY-UHFFFAOYSA-N,108.13782,16,16,0.0,20.23,107.252742979,1.85914265768,0
C6H11O8P,SXHMVNXROAUURW-UHFFFAOYSA-N,242.120502,26,27,0.0,146.49,177.768516067,-3.72937136858,0
C6H8O5,SHFQRUVRUBHHRE-UHFFFAOYSA-N,160.12472,19,19,0.0,94.83,138.654123856,-2.3694090412,0
C7H8O6,NUZLRKBHOBPTQV-UHFFFAOYSA-N,188.13482,21,20,5.0,111.9,171.823876482,-0.147243177521,0
C12H16O7,BJRNKVDFDLYUGJ-UHFFFAOYSA-N,272.25124,35,36,3.0,119.61,234.117567611,-1.58138886565,0
C13H18O7,XYUHQWZOBKBXMT-UHFFFAOYSA-N,286.27782,38,39,4.0,119.61,251.413552237,-1.57757443002,0
C12H17O10P,FBHYCDOVYMVLEN-UHFFFAOYSA-N,352.231142,40,41,5.0,175.95,280.315501121,-3.07791608055,1
C6H10O6,APIQNBNBIICCON-UHFFFAOYSA-N,178.14,22,22,1.0,107.22,150.080809258,-3.03390648211,0
C11H22NO7PS,JBJSVEVEEGOEBZ-UHFFFAOYSA-N,343.333642,43,42,12.0,181.77,304.403996761,-0.724758874554,0
C13H26NO10PS3,OBGQLHXSMIBYLN-UHFFFAOYSA-N,483.515002,54,53,17.0,197.34,402.38469423,-1.7295491875,1
C24H34N8O12,XPPZDBCBKYATPW-UHFFFAOYSA-N,626.57316,78,79,20.0,344.72,555.139387384,-1.07428963872,2
C25H36N8O12,SRBIKUAVFZRKSG-UHFFFAOYSA-N,640.59974,81,82,20.0,335.93,572.43537201,-0.866644350043,2
C7H8O5,HYVSZVZMTYIHKF-UHFFFAOYSA-N,172.13542,20,19,6.0,91.67,163.033649781,-0.187286073259,0
C8H6O4,KXFJZKUFXHWWAJ-UHFFFAOYSA-N,166.13084,18,18,2.0,74.6,145.646490305,0.571994655307,0
C8H18,TVMXDCGIABBOFY-UHFFFAOYSA-N,114.22852,26,25,5.0,0.0,146.924335708,3.29085960296,0
C6H4Cl4,HKAJKOBDBFGGIU-UHFFFAOYSA-N,217.90796,14,14,0.0,0.0,155.547261435,3.65899353833,0
C6H11NO3,FAASBXNEOGMQHS-UHFFFAOYSA-N,145.15644,21,20,4.0,80.39,144.426889364,-0.377745226675,0
C6H6O3,QCDYQQDYXPDABM-UHFFFAOYSA-N,126.11004,15,15,0.0,60.69,107.537211754,0.32535228783,0
C18H35O9P,TYCMRLLIYCRSPF-UHFFFAOYSA-N,426.438862,63,63,13.0,155.72,403.830558278,-1.17428399384,0
C6H8O3,JUOPGIRJUCFNBD-UHFFFAOYSA-N,128.12592,17,17,0.0,57.53,121.073670455,-0.38191479616,0
C10H10O2,QPUHWUSUBHNZCG-UHFFFAOYSA-N,162.1852,22,23,0.0,40.46,152.938006156,1.57410629261,0
C2H5NO,LYIIBVSRGJSHAV-UHFFFAOYSA-N,59.0672,9,8,1.0,43.09,60.2989561605,-1.19823769605,0
C3H8N2O2,PECYZEOJVXMISF-UHFFFAOYSA-N,104.10782,15,14,2.0,89.34,97.3819276951,-1.51052122759,0
C39H66N7O17P3S,YECLLIMZHNYFCK-UHFFFAOYSA-N,1029.964326,133,135,38.0,393.06,904.904314348,-1.48011940965,2
C12H10O4,HXVZGASCDAGAPS-UHFFFAOYSA-N,218.2054,26,27,2.0,56.51,188.937511407,2.37058058607,0
C8H21N3,UODZHRGDSPLRMD-UHFFFAOYSA-N,159.27244,32,31,8.0,64.07,179.914616332,0.557290341987,0
C7H6O5,LNTHITQWFMADLM-UHFFFAOYSA-N,170.11954,18,18,1.0,97.99,139.777191081,0.0727139267405,0
C4H2O4,YTIVTFGABIZHHX-UHFFFAOYSA-N,114.05628,10,9,3.0,74.6,102.355469203,-0.449630763622,0
C7H4O6,VRMXCPVFSJVVCA-UHFFFAOYSA-N,184.10306,17,17,2.0,104.81,145.93095908,0.178849370601,0
C7H6O7,NIZSMIZACUKPLL-UHFFFAOYSA-N,202.11834,20,19,6.0,132.13,177.977644482,-1.8042861763,0
C7H6O7,POTZSFVTPSBXLW-UHFFFAOYSA-N,202.11834,20,19,6.0,128.97,177.977644482,-0.992286176296,0
C55H90O,TXKJNHBRVLCYFX-UHFFFAOYSA-N,767.3025,146,145,42.0,20.23,939.624794115,10.7279245335,1
C6H10O4,APWDZEIBFNZVND-UHFFFAOYSA-N,146.1412,20,19,4.0,74.6,142.220355857,-0.377745226675,0
C20H39NO12P2,GXWRCBMYVOWMBQ-UHFFFAOYSA-N,547.470684,74,74,17.0,220.93,492.980762547,-2.56590903121,2
C6H6NO6P,KGWGLAFGKRVNGP-UHFFFAOYSA-N,219.088702,20,20,3.0,122.39,162.095446772,-0.249599833295,0
C8H16O2,WWZKQHOCKIZLMA-UHFFFAOYSA-N,144.21144,26,25,6.0,37.3,161.868330408,2.06007049818,0
C29H50N7O17P3S,KQMZYOXOBSXMII-UHFFFAOYSA-N,893.730286,107,109,28.0,393.06,737.217385491,-3.16145667247,2
C27H44N7O19P3S,LTOOEXBCTAXFSU-UHFFFAOYSA-N,895.660046,101,103,26.0,430.36,717.56941094,-4.95448658222,2
C28H40N7O18P3S,LTVXPVBFJBTNIJ-UHFFFAOYSA-N,887.639586,97,100,23.0,413.29,697.545792763,-3.69931561266,2
C45H74N7O20P3S,ZKWNOTQHFKYUNU-UHFFFAOYSA-N,1158.090246,150,156,26.0,453.75,990.897984804,-2.3181290528,2
C8H15NO4,AMDDRMIFTJHJGD-UHFFFAOYSA-N,189.209,28,27,6.0,86.63,187.809085317,0.333336433587,0
C7H12O4,WLJVNTCWHIRURA-UHFFFAOYSA-N,160.16778,23,22,6.0,74.6,159.516340483,0.787475882202,0
C41H74N7O17P3S,NRJQGHHZMSOUEN-UHFFFAOYSA-N,1062.049246,143,145,36.0,393.06,944.769201002,-0.727101197357,2
C29H42N7O17P3S,ZIGIFDRJFZYEEQ-UHFFFAOYSA-N,885.666766,99,102,24.0,393.06,706.051550688,-3.37512340567,2
C25H40N7O20P3S,HJQWLHMLMCDAEL-UHFFFAOYSA-N,883.606286,96,98,25.0,450.59,691.767668389,-5.20760347881,2
C5H12N2O2,AHLPHDHHMVZTML-UHFFFAOYSA-N,132.16098,21,20,4.0,89.34,131.973896947,-0.64799910281,0
C15H22N2O18P2,HDYANYHVCAPMJV-UHFFFAOYSA-N,580.285304,59,61,9.0,333.68,429.353125026,-5.79717413653,2
C12H26O7P2,FFBTVOMODCZDNV-UHFFFAOYSA-N,344.278164,47,46,12.0,132.91,314.65790923,-0.101388865654,0
C6H14N2O2,QKEWQOJCHPFEAF-UHFFFAOYSA-N,146.18756,24,23,5.0,89.34,149.269881573,-0.270285563319,0
C6H11O10P,BDUIIKXSXFDPEC-UHFFFAOYSA-N,274.119302,28,27,7.0,191.63,214.788969468,-4.19939659834,1
C43H58N8O6S2,SOYOWSWLLUMDSN-UHFFFAOYSA-N,847.10062,117,121,19.0,244.57,798.624572282,0.752401713241,2
C10H10N2O,ZOAMBXDOGPRZLP-UHFFFAOYSA-N,174.1992,23,24,2.0,58.88,152.604841171,0.934418684545,0
C3H7NO2,OKIDFOCICTXALJ-UHFFFAOYSA-N,89.09318,13,12,1.0,45.82,86.3851674869,0.728309202921,0
C7H6O6,KJOVGYUGXHIVAY-UHFFFAOYSA-N,186.11894,19,18,6.0,111.9,169.187417781,-0.233150629399,0
C8H7NO2,PVIMSPYDDGDCTG-UHFFFAOYSA-N,149.14668,18,18,3.0,46.17,139.062797112,0.973825085821,0
C3H6N2O2,DYDCUQKUCUHJBH-UHFFFAOYSA-N,102.09194,13,13,0.0,64.35,85.0254689943,-1.49652122759,0
H2S,RWSOTUBLDIXVET-UHFFFAOYSA-N,34.08088,3,2,0.0,38.8,27.0654827584,-1.041,0
C6H7NO,PLIKAWJENQZMHA-UHFFFAOYSA-N,109.12588,15,15,0.0,46.25,100.953518562,0.893132444018,0
C6H14N2O3,FZQOIMPLZAYIKU-UHFFFAOYSA-N,162.18696,25,24,6.0,95.58,158.060108273,-0.245949377848,0
C27H46O2,OYXZMSRRJOYLLO-UHFFFAOYSA-N,402.65294,75,78,5.0,40.46,441.066203496,5.51170542068,1
C10H12N2O,UIKROCXWUNQSPJ-UHFFFAOYSA-N,176.21508,25,26,1.0,33.2,166.141299872,0.752326136423,0
C10H14N2O,ZHYXLSKDYCNQBH-UHFFFAOYSA-N,178.23096,27,28,1.0,39.19,168.777758572,-2.43530863865,0
C16H23N2O6,KHKIFVGLVPRTKY-UHFFFAOYSA-N,339.36362,47,49,3.0,115.39,302.830111779,-0.291171937036,0
C16H21N2O7,LUNWDKHWVADWBF-UHFFFAOYSA-N,353.34714,46,48,3.0,132.46,308.983879779,-0.710087406952,0
C9H12N2,MYKUKUCHPMASKF-UHFFFAOYSA-N,148.20498,23,24,1.0,24.92,142.691547246,0.969086182494,0
C9H10N2O,FXFANIORDKRCCA-UHFFFAOYSA-N,162.1885,22,23,1.0,41.99,148.845315246,0.448940801383,0
C10H12N2O2,XOKCJXZZNAUIQN-UHFFFAOYSA-N,192.21448,26,27,1.0,53.43,174.931526572,-0.0555042940911,0
C10H12N2O2,BBNHNZGTKSWIHD-UHFFFAOYSA-N,192.21448,26,27,1.0,53.43,174.931526572,0.756495705909,0
