formula,inchikey,mass,atom-count,bond-count,rotatable-bonds,tpsa,vabc,moriguchi-logp,rule-of-five-violations
C9H16N3O13P3,RGWHQCVHVJXOKC-UHFFFAOYSA-N,467.156926,44,45,8.0,279.62,327.443014785,-4.31578171181,2
C6H12O6,PALQXFMLVVWXFD-UHFFFAOYSA-N,180.15588,24,23,5.0,118.22,162.437267959,-1.82990648211,0
C6H10O6,CNLFCQPCBQQMHK-UHFFFAOYSA-N,178.14,22,21,5.0,115.06,159.800809258,-1.93736614547,0
C21H27N6O15P2,AHECLSKJTNKBNP-UHFFFAOYSA-N,665.417804,71,75,11.0,333.14,495.004870657,-2.53374771465,2
C17H25N7O6,REIIQZAQCCFGIJ-UHFFFAOYSA-N,423.4237,55,56,10.0,197.8,378.238750694,-0.133541340436,2
C7H10O6,WVMWZWGZRAXUBK-UHFFFAOYSA-N,190.1507,23,23,1.0,115.06,164.740335183,-1.97614503659,0
C18H37NO2,KBUNOSOGGAARKZ-UHFFFAOYSA-N,299.49188,58,57,16.0,63.32,345.824936875,3.12709992333,0
C7H9NO4,CXMBCXQHOXUCEO-UHFFFAOYSA-N,171.15066,21,21,2.0,86.96,155.520183289,-0.488920848337,0
C50H70O2,GDUBPWSFXUAETN-UHFFFAOYSA-N,703.0896,122,123,31.0,34.14,807.512804182,9.94348096787,1
C5H11O7P,KBDKAJNTYKVSEK-UHFFFAOYSA-N,214.110402,24,24,3.0,126.26,164.038763441,-3.3587555685,0
C5H11O7P,KKZFLSZAWCYPOC-UHFFFAOYSA-N,214.110402,24,24,3.0,126.26,164.038763441,-3.3587555685,0
C10H13N5O3,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,251.24192,31,33,2.0,119.31,193.455575196,0.791409900643,0
C9H13N3O4,CKTSBUTUHBMZGZ-UHFFFAOYSA-N,227.21722,29,30,2.0,110.6,188.849214256,-0.0212808698971,0
C10H13N5O4,YKBGVTZYEHREMT-UHFFFAOYSA-N,267.24132,32,34,2.0,139.28,202.245801897,0.994401882606,0
C10H12N4O4,VGONTNSXDCQUGY-UHFFFAOYSA-N,252.22668,30,32,2.0,113.26,191.249041689,0.653409900643,0
C9H12N2O5,MXHRCPNRJAMMIM-UHFFFAOYSA-N,228.20198,28,29,2.0,104.55,186.642680749,-0.427280869897,0
C5H11O7P,AJPADPZSRRUGHI-UHFFFAOYSA-N,214.110402,24,23,5.0,134.1,173.758763441,-3.07421523185,0
C21H35N7O13P2S,KDTSHFARGAKYJN-UHFFFAOYSA-N,687.554224,79,81,18.0,358.45,546.497806975,-2.51947939321,2
C10H18N2O3,AUTOLBMXDDTRRT-UHFFFAOYSA-N,214.26152,33,33,6.0,78.43,212.251129375,0.561930032311,0
C10H15N5O10P2,CIKGWCTVFSRMJU-UHFFFAOYSA-N,427.201124,42,44,6.0,251.96,294.641668916,-1.83850960586,2
C10H14N5O7P,LTFMZDNNPPEQNG-UHFFFAOYSA-N,347.221222,37,39,4.0,195.62,248.443735407,-0.450853094281,2
C10H16N5O13P3,HAAZLUGHYHWQIW-UHFFFAOYSA-N,507.181026,47,49,8.0,308.3,340.839602426,-3.18122958422,2
C5H12O7P2,CBIDRCWHNCKSTO-UHFFFAOYSA-N,246.092104,26,25,6.0,132.91,193.586016849,-2.35894814786,0
C5H6N2O4,UFIVEPVSAGBUSI-UHFFFAOYSA-N,158.11214,17,17,1.0,95.5,131.924974246,-1.58581260097,0
C4H6N2O2,OIVLITBTBDPEFK-UHFFFAOYSA-N,114.10264,14,14,0.0,58.2,99.6849949193,-1.15089784761,0
C4H6O2,QSJXEFYPDANLFS-UHFFFAOYSA-N,86.08924,12,11,1.0,34.14,90.0479332038,-0.333287260909,0
C9H16N5O8P,OCLCLRXKNJCOJD-UHFFFAOYSA-N,353.225802,39,40,5.0,236.08,265.830894883,-2.72735652722,2
C9H20N2O2,KCEGBPIYGIWCDH-UHFFFAOYSA-N,188.2673,33,32,7.0,89.34,201.15783545,0.733668175156,0
C19H12O6,KSKRYQVHJQRUNC-UHFFFAOYSA-N,336.29498,37,40,2.0,93.06,292.331104984,0.902105009781,0
C4H11O4P,UCQFCFPECQILOL-UHFFFAOYSA-N,154.101502,20,19,4.0,65.57,132.728557415,-1.05743818426,0
C4H11O3PS,PKUWKAXTAVNIJR-UHFFFAOYSA-N,170.167102,20,19,4.0,80.59,142.447354772,-1.06160775374,0
C34H64O13,OAKLJPBSRRDONB-UHFFFAOYSA-N,680.86416,111,112,26.0,215.83,683.543506985,-0.675200422058,2
C36H66O14,DYDPBEMJTPLKEJ-UHFFFAOYSA-N,722.90084,116,117,28.0,221.9,724.289244237,-0.316144502393,2
C38H68O15,LGIFCELMJBBHMO-UHFFFAOYSA-N,764.93752,121,122,30.0,227.97,765.034981488,0.0507459647945,2
C9H13N5O4,YQIFAMYNGGOTFB-UHFFFAOYSA-N,255.23062,31,32,3.0,156.85,208.206275972,-1.46898345243,1
C9H8O2,VMUXSMXIQBNMGZ-UHFFFAOYSA-N,148.15862,19,20,0.0,26.3,135.64202153,1.95872095757,0
C19H21N7O6,OZRNSSUDZOLUSN-UHFFFAOYSA-N,443.41334,53,55,10.0,211.89,381.664885142,0.36925903048,2
C15H12O6,PADQINQHPQKXNL-UHFFFAOYSA-N,288.25218,33,35,1.0,107.22,243.413001284,0.434684464251,0
C8H17NOS2,VLYUGYAKYZETRF-UHFFFAOYSA-N,207.35668,29,28,7.0,120.69,201.092912031,1.65407049818,0
C9H14N5O7P,PLSQMGZYOGSOCE-UHFFFAOYSA-N,335.210522,36,37,5.0,213.19,254.404209482,-2.91423842932,2
C9H16N5O13P3,DGGUVLXVLHAAGT-UHFFFAOYSA-N,495.170326,46,47,9.0,325.87,346.800076501,-5.64461491926,2
C7H11N5O8P2,FCQGJGLSOWZZON-UHFFFAOYSA-N,355.138464,33,34,5.0,229.07,248.429720338,-3.54651094587,2
C42H50N4O16,OZRBELAXOMTWMP-UHFFFAOYSA-N,866.8636,112,116,20.0,354.37,796.489307013,0.4386330951,2
C3H7O6P,GNGACRATGGDKBX-UHFFFAOYSA-N,170.057842,17,16,4.0,113.87,130.376567489,-3.17760180974,0
C4H9O6P,OKYHYXLCTGGOLM-UHFFFAOYSA-N,184.084422,20,19,4.0,113.87,147.672552115,-2.7245187664,0
C3H6O3,RXKJFZQQPQGTFL-UHFFFAOYSA-N,90.07794,12,11,2.0,57.53,84.1786339793,-1.51469079708,0
C11H8O4,VOJUXHHACRXLTD-UHFFFAOYSA-N,204.17882,23,24,1.0,77.76,171.641526781,1.66953991675,0
C13H18N4O6,SXDXRJZUAJBNFL-UHFFFAOYSA-N,326.30522,41,42,5.0,157.27,281.337448968,-1.67400909679,0
C4H9NO2,FFDGPVCHZBVARC-UHFFFAOYSA-N,103.11976,16,15,2.0,40.54,103.681152113,-0.249607753742,0
C2H7N,ROSDSFDQCJNGOL-UHFFFAOYSA-N,45.08368,10,9,0.0,12.03,54.1451881607,-0.172448591261,0
C9H10N2,LJUQGASMPRMWIW-UHFFFAOYSA-N,146.1891,21,22,0.0,28.68,129.155088545,2.22672095757,0
C10H13N4O7P,PHNGFPPXDJJADG-UHFFFAOYSA-N,332.206582,35,37,4.0,169.6,237.446975198,-0.813870292336,1
C5H10O4,JTEYKUFKXGDTEU-UHFFFAOYSA-N,134.1305,19,18,2.0,77.76,127.560829932,-0.64799910281,0
C10H15N4O13P3,UFJPAQSLHAGEBL-UHFFFAOYSA-N,492.166386,45,47,8.0,282.28,329.842842218,-3.57373994297,2
C2H6OS,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,78.13344,10,9,0.0,17.07,70.4476787107,-0.317448591261,0
C12H25O4P,CWKHQISAQICLMY-UHFFFAOYSA-N,264.298262,42,41,10.0,76.57,268.459975721,1.50210051604,0
C8H11NO2,VYFYYTLLBUKUHU-UHFFFAOYSA-N,153.17844,22,22,2.0,66.48,144.335714514,0.744097762622,0
C9H9NO4,AHMIDUVKSGCHAU-UHFFFAOYSA-N,195.17206,23,23,3.0,97.46,173.939235139,0.101539104461,0
C3H8O10P2,LJQLQCAXBUHEAZ-UHFFFAOYSA-N,266.037144,23,22,6.0,190.44,185.364727699,-4.62763226262,0
C16H26N2O16P2,YSYKRGRSMLTJNL-UHFFFAOYSA-N,564.328964,62,64,9.0,296.38,431.705114951,-4.91350160097,2
C16H24N2O15P2,PSXWNITXWWECNY-UHFFFAOYSA-N,546.313684,59,61,8.0,272.99,420.27842955,-4.30852629688,2
C16H26N2O15P2,ZOSQFDVXNQFKBY-UHFFFAOYSA-N,548.329564,61,63,8.0,276.15,422.914888251,-4.22601195972,2
C9H14N2O11P2,QHWZTVCCBMIIKE-UHFFFAOYSA-N,388.161784,38,39,6.0,217.23,279.038547768,-3.3492639791,1
C9H13N2O8P,JSRLJPSBLDHEIO-UHFFFAOYSA-N,308.181882,33,34,4.0,160.89,232.840614258,-1.92380808479,0
C9H15N2O14P3,AHCYMLUZIRLXAA-UHFFFAOYSA-N,468.141686,43,44,8.0,273.57,325.236481278,-4.72178171181,2
C6H10N2O2,WQXNXVUDBPYKBA-UHFFFAOYSA-N,142.1558,20,20,1.0,61.69,134.276964171,0.0422547733254,0
C9H8O3,DEDGUGJNLNLJSR-UHFFFAOYSA-N,164.15802,20,20,3.0,57.53,154.15224823,1.1610333495,0
C30H27N3O15,SERBHKJMVBATSJ-UHFFFAOYSA-N,669.54648,75,78,9.0,287.58,570.606963295,-0.7693525021,2
C30H50O,QYIMSPSDBYKPPY-UHFFFAOYSA-N,426.7174,81,81,20.0,12.53,510.687471973,6.5985283517,1
C6H6N2O,YBKOPFQCLSPTPV-UHFFFAOYSA-N,122.12464,15,15,2.0,45.48,109.313820069,0.118987062908,0
C4H8O8P,ZCZXOHUILRHRQJ-UHFFFAOYSA-N,215.075282,21,20,5.0,157.16,163.934776166,-3.41998365288,0
C4H9O8P,ZCZXOHUILRHRQJ-UHFFFAOYSA-N,216.083222,22,21,5.0,154.33,165.253005516,-3.41998365288,0
C4H9O7P,NGHMDNPXVRFFGS-UHFFFAOYSA-N,200.083822,21,20,5.0,134.1,156.462778815,-3.4836543133,0
C18H22O2,DNXHEGUUPJUMQT-UHFFFAOYSA-N,270.36608,42,45,0.0,37.3,266.592965761,3.54432227523,0
C18H22O5S,JKKFKPJIXZFSSB-UHFFFAOYSA-N,350.42928,46,49,2.0,80.67,311.47266992,1.75662608496,0
C2H7NO,HZAXFHJVJLSVMW-UHFFFAOYSA-N,61.08308,11,10,1.0,46.25,62.9354148613,-1.05323769605,0
C7H12O3,FNENWZWNOPCZGK-UHFFFAOYSA-N,144.16838,22,21,4.0,43.37,150.726113782,0.783306312717,0
C2H6O,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,46.06844,9,8,0.0,20.23,51.9386546531,-0.172448591261,0
C27H33N9O15P2,VWWQXMAJTJZDQX-UHFFFAOYSA-N,785.549744,86,91,13.0,378.26,599.286994884,-2.29084581988,2
C15H26N6O13P2,JFHZDRWPWXRIBP-UHFFFAOYSA-N,560.346864,62,64,12.0,327.93,418.489032355,-4.1750859405,2
C27H35N9O15P2,YPZRHBJKEMOYQH-UHFFFAOYSA-N,787.565624,88,93,13.0,382.9,601.923453584,-2.22884489208,2
C15H28O7P2,VWFJDQUYCIWHTN-UHFFFAOYSA-N,382.326144,52,51,14.0,132.91,361.272945706,0.51385873829,0
C40H66O,BZORESSIXXHLNB-UHFFFAOYSA-N,562.95144,107,106,30.0,20.23,688.09440083,8.5544351037,1
C40H68O7P2,IKKLDISSULFFQO-UHFFFAOYSA-N,722.911244,117,116,34.0,132.91,780.490267849,5.18570538528,1
C10H10O4,KSEBMYQBYZTDHS-UHFFFAOYSA-N,194.184,24,24,4.0,66.76,180.238459557,1.19258825403,0
C17H21N4O9P,FVTCRASFADXXNN-UHFFFAOYSA-N,456.343802,52,54,7.0,213.61,368.189944878,-1.70508085158,2
C17H23N4O9P,YTNIXZGTHTVJBW-UHFFFAOYSA-N,458.359682,54,56,7.0,218.25,370.826403579,-1.90354134044,2
CH2O,WSFSSNUMVMOOMR-UHFFFAOYSA-N,30.02598,4,3,0.0,17.07,32.0062113264,-0.959,0
CH3NO,ZHNUHDYFZUAESO-UHFFFAOYSA-N,45.04062,6,5,0.0,43.09,43.0029715346,-1.43378910479,0
C22H36N7O17P3S,SXMOKYXNAPLNCW-UHFFFAOYSA-N,795.544226,86,88,22.0,393.06,616.14549311,-4.5943784049,2
C35H44N4O16,RGBIJPWAWLXPOC-UHFFFAOYSA-N,776.74106,99,100,31.0,325.27,715.123249435,-1.25142198499,2
C6H12O6,RFSUNEUAIZKAJO-UHFFFAOYSA-N,180.15588,24,24,2.0,110.38,152.717267959,-2.88890648211,0
C6H13O9P,RHKKZBWRNHGJEZ-UHFFFAOYSA-N,260.135782,29,29,4.0,166.72,198.915201468,-4.46837938662,1
C6H14O12P2,RNBGYGVWRKECFJ-UHFFFAOYSA-N,340.115684,34,34,6.0,223.06,245.113134978,-5.93518657499,2
C6H13O9P,BGWGXPAPYGQALX-UHFFFAOYSA-N,260.135782,29,29,4.0,166.72,198.915201468,-4.46837938662,1
C12H22N2O7,ZRMPOBPOYIGDMF-UHFFFAOYSA-N,306.31228,43,43,8.0,162.34,282.004005429,-1.88399330726,1
C12H23N2O10P,BZFCRRVQZCIOBA-UHFFFAOYSA-N,386.292182,48,48,10.0,218.68,328.201938939,-3.34007374828,2
C6H10O7,XPFSDLKBUIGDJW-UHFFFAOYSA-N,194.1394,23,23,2.0,127.45,158.871035958,-2.98104202901,0
C4H4O4,VZCYOOQTPOCHFL-UHFFFAOYSA-N,116.07216,12,11,3.0,74.6,104.991927904,-0.449630763622,0
C3H7O7P,OSJPPGNTCRNQQC-UHFFFAOYSA-N,186.057242,18,17,4.0,134.1,139.16679419,-3.12473735664,0
C7H15NO2,FMBGFNSKQDIKAB-UHFFFAOYSA-N,145.1995,25,24,4.0,43.37,155.56910599,-2.79323402393,0
C28H50N8O17P3S,ACKJLAOOUAPJIM-UHFFFAOYSA-N,895.726286,107,109,26.0,396.3,732.236390424,-7.43764887946,2
C6H6Cl6,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,290.82984,18,18,0.0,0.0,191.242314378,4.09195987089,0
C6H5Cl5,MQYAVRUCONBHOR-UHFFFAOYSA-N,254.3689,16,16,0.0,0.0,173.394787907,4.05791920157,0
C3H7O6P,LXJXRIRHZLFYRP-UHFFFAOYSA-N,170.057842,17,16,4.0,113.87,130.376567489,-3.17760180974,0
C10H15N5O11P2,QGWNDRXFNXRZMB-UHFFFAOYSA-N,443.200524,43,45,6.0,272.19,303.431895617,-2.53439637677,2
C16H23N5O15P2,PNHLMHWWFOPQLK-UHFFFAOYSA-N,587.325844,61,64,8.0,327.95,427.375792773,-3.74357840793,2
C16H25N5O16P2,MVMSCBBUIHUTGJ-UHFFFAOYSA-N,605.341124,64,67,9.0,351.34,438.802478174,-4.34047768436,2
C10H18N5O20P5,KCPMACXZAITQAX-UHFFFAOYSA-N,683.14023,58,60,12.0,441.21,442.025696146,-6.42700393687,2
C10H20O7P2,GVVPGTZRZFNKDS-UHFFFAOYSA-N,314.209124,39,38,10.0,132.91,277.429481278,-0.764260759779,0
C20H36O7P2,OINNEUNVOZHBOX-UHFFFAOYSA-N,450.443164,65,64,18.0,132.91,445.116410135,1.62137961215,0
C6H10O6,PHOQVHQSTUBQQK-UHFFFAOYSA-N,178.14,22,22,1.0,107.22,150.080809258,-2.22190648211,0
C6H14O12P2,RWHOZGRAXYWRNX-UHFFFAOYSA-N,340.115684,34,34,5.0,223.06,245.113134978,-5.93518657499,2
C5H10N2O3,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,146.1445,20,19,4.0,106.41,138.127664947,-1.1371225807,0
C6H13NO5,MSWZFWKMSRAUBD-UHFFFAOYSA-N,179.17112,25,25,1.0,116.17,154.923801466,-2.88890648211,1
C6H14NO8P,YMJBYRVFGYXULK-UHFFFAOYSA-N,259.151022,30,30,3.0,172.51,201.121734976,-4.46837938662,1
C26H40N7O19P3S,URTLOTISFJPPOU-UHFFFAOYSA-N,879.617586,96,98,26.0,430.36,697.636967613,-4.41489316037,2
C5H9NO3,MPUUQNGXJSEWTF-UHFFFAOYSA-N,131.12986,18,17,4.0,80.39,127.130904738,-0.755458766166,0
C5H8O4,JFCQEDHGNNZCLN-UHFFFAOYSA-N,132.11462,17,16,4.0,74.6,124.924371231,0.0565412338338,0
C26H42N7O19P3S,SYKWLIJQEHRDNH-UHFFFAOYSA-N,881.633466,98,100,26.0,430.36,700.273426314,-4.34371425897,2
C10H17N3O6S,RWSXRVCMGQZWBV-UHFFFAOYSA-N,307.32348,37,36,11.0,197.62,275.211135042,-1.43959811739,1
C10H17N3O6S2,QBOLVLBSUGJHGB-UHFFFAOYSA-N,339.38848,38,37,12.0,197.62,293.720159099,-1.43959811739,1
C10H16N3O9S2,WVRBCFLALSFRAF-UHFFFAOYSA-N,386.37874,40,39,13.0,216.02,318.772609851,-2.96736743145,2
C10H17N3O9S2,WVRBCFLALSFRAF-UHFFFAOYSA-N,387.38668,41,40,13.0,213.19,320.090839201,-2.96736743145,2
C17H34N6O5S,NEDQLXHBVHSKNV-UHFFFAOYSA-N,434.55406,63,62,20.0,227.47,420.483081347,-1.4433157159,2
C2H5NO2,DHMQDGOQFOQNFH-UHFFFAOYSA-N,75.0666,10,9,1.0,63.32,69.089182861,-1.22201785224,0
C3H6O3,MNQZXJOMYWMBOU-UHFFFAOYSA-N,90.07794,12,11,2.0,57.53,84.1786339793,-1.51469079708,0
C3H6O4,RBNPOMFGQQGHHO-UHFFFAOYSA-N,106.07734,13,12,2.0,77.76,92.9688606798,-1.51052122759,0
C3H8O3,PEDCQBHIVMGVHV-UHFFFAOYSA-N,92.09382,14,13,2.0,60.69,86.8150926801,-1.36969079708,0
C3H9O6P,AWUCVROLDVIAJX-UHFFFAOYSA-N,172.073722,19,18,4.0,117.03,133.01302619,-3.07014214638,0
C26H43NO6,RFDAIACWWDREDC-UHFFFAOYSA-N,465.62272,76,79,7.0,127.09,467.29142718,2.45865102819,0
C2H4O2,WGCNASOHLSPBMP-UHFFFAOYSA-N,60.05196,8,7,1.0,37.3,58.0924226529,-1.19823769605,0
C2H4O3,AEMRFAOFKBGASW-UHFFFAOYSA-N,76.05136,9,8,1.0,57.53,66.8826493534,-1.22201785224,0
C42H71N6O31P,POASWCXPGBFHES-UHFFFAOYSA-N,1187.008502,151,155,28.0,590.99,1015.69160965,-12.5692443549,2
C34H58N5O26P,HCAJSENPKKZRLZ-UHFFFAOYSA-N,983.815982,124,127,23.0,502.97,837.368756336,-10.4301586214,2
C2H2O3,HHLFWLYXYJOTON-UHFFFAOYSA-N,74.03548,7,6,1.0,54.37,64.2461906526,-1.32947751559,0
C10H14N5O8P,RQFCJASXJCIDSX-UHFFFAOYSA-N,363.220622,38,40,4.0,215.85,257.233962107,-1.16187864406,2
C10H16N5O14P3,XKMLYUALXHKNFT-UHFFFAOYSA-N,523.180426,48,50,8.0,328.53,349.629829127,-3.86490837421,2
C3H7N3O2,BPMFZUMJYQTVII-UHFFFAOYSA-N,117.10658,15,14,3.0,101.7,105.742229202,-0.781644705479,0
C5H5N5O,UYTPUPDQBNUYGX-UHFFFAOYSA-N,151.1261,16,17,0.0,100.45,101.751657367,0.743822174111,0
C10H13N5O5,NYHBQMYGNKIUIF-UHFFFAOYSA-N,283.24072,33,35,2.0,159.51,211.036028598,0.263577250252,1
C10H17N5O17P4,BUFLLCUFNHESEH-UHFFFAOYSA-N,603.160328,53,55,10.0,384.87,395.827762636,-5.16070963206,2
CH2O3,BVKZGUZCCUSVTD-UHFFFAOYSA-N,62.02478,6,5,0.0,57.53,49.5866647276,-1.86356926097,0
CHN,LELOWRISYMNNSU-UHFFFAOYSA-N,27.02534,3,2,0.0,23.79,31.5762861332,-0.959,0
CHO3,BVKZGUZCCUSVTD-UHFFFAOYSA-N,61.01684,5,4,0.0,60.36,48.2684353772,-1.86356926097,0
C49H72N4O5,QDWRZFOSFZXXTP-UHFFFAOYSA-N,797.11978,130,134,20.0,142.95,853.214540491,4.70716412288,1
C26H42N2O37S5,HTTJABKRGRZYRN-UHFFFAOYSA-N,1134.92788,112,115,22.0,610.49,840.693876693,-15.1818945759,2
C6H9N3O2,HNDVDQJCIGZPNO-UHFFFAOYSA-N,155.15456,20,20,3.0,92.0,131.737265678,-0.842141957214,0
C5H9N3,NTYJJOPFIAHURM-UHFFFAOYSA-N,111.14506,17,17,2.0,54.7,99.4972863522,-0.339628335652,0
C6H9N3O,VYOIELONWKIZJS-UHFFFAOYSA-N,139.15516,19,19,3.0,71.77,122.947038978,-0.866478142684,0
C6H11N3O,ZQISRDCJNBUVMM-UHFFFAOYSA-N,141.17104,21,21,3.0,74.93,125.583497679,-0.769745226675,0
C6H9N3O,VUTBELPREDJDDH-UHFFFAOYSA-N,139.15516,19,19,1.0,72.03,122.947038978,0.213521857316,0
C4H9NO2S,FFFHZYDWPBMWHY-UHFFFAOYSA-N,135.18476,17,16,3.0,102.12,122.19017617,-0.249607753742,0
C4H9NO3,UKAUYVFTDYCKQA-UHFFFAOYSA-N,119.11916,17,16,3.0,83.55,112.471378813,-1.05743818426,0
C8H8O4,IGMNYECMUMZDDF-UHFFFAOYSA-N,168.14672,20,20,2.0,77.76,148.282949006,0.657902107185,0
CHNS,ZMZDMBWJUHKJPS-UHFFFAOYSA-N,59.09034,4,3,0.0,62.59,50.0853101908,-0.168,0
C6H8N2O4,VWFWNXQAMGDPGG-UHFFFAOYSA-N,172.13872,20,20,3.0,95.5,149.220958871,-1.20809906148,0
H2,UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.01588,2,1,0.0,0.0,8.5564587008,-1.041,0
H2O2,MHAJPDPJQMAIIY-UHFFFAOYSA-N,34.01468,4,3,0.0,40.46,26.1369121019,-2.93878910479,0
C6H6O2,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,110.11064,14,14,0.0,40.46,98.7469850539,0.893132444018,0
C5H12O8P2,MDSIZRKJVDMQOQ-UHFFFAOYSA-N,262.091504,27,26,7.0,153.14,202.37624355,-3.10727748744,0
H3NO,AVXURJPOCDRRFD-UHFFFAOYSA-N,33.02992,5,4,0.0,46.25,28.3434456095,-2.12678910479,0
C40H46N4O17,WDFJYRZCZIUBPR-UHFFFAOYSA-N,854.80984,107,110,27.0,381.79,758.607564462,-0.643109854875,2
C5H4N4O,FDGQSTZJBFJUBT-UHFFFAOYSA-N,136.11146,14,15,0.0,74.43,90.7548971586,0.435779278372,0
C6H13NO2,AGPKZVBTJJNPAG-UHFFFAOYSA-N,131.17292,22,21,3.0,63.32,138.273121364,0.537544867196,0
C6H9N2O5P,YCFFMSOLUMRAMD-UHFFFAOYSA-N,220.119822,23,23,5.0,122.32,166.93843898,-2.46359983329,0
C6H8N2O3,ACZFBYCNAVEFLC-UHFFFAOYSA-N,156.13932,19,19,3.0,86.21,129.530732171,-0.842141957214,0
C6H6N2O3,JEJNWEREQWMOHB-UHFFFAOYSA-N,154.12344,17,17,3.0,83.05,126.89427347,-0.932507182136,0
C3H4N2,RAXXELZNTBOGNW-UHFFFAOYSA-N,68.07726,9,9,0.0,28.68,53.9085568923,-0.366370304247,0
C4H5NO4,NMUOATVLLQEYHI-UHFFFAOYSA-N,131.0868,14,13,3.0,86.63,115.988688112,-1.23729457815,0
C10H13N4O8P,GRSZFWQUAKGDAV-UHFFFAOYSA-N,348.205982,36,38,4.0,189.83,246.237201899,-1.53085309428,1
C8H7N,SIKJAQJRHWYJAI-UHFFFAOYSA-N,117.14788,16,17,0.0,15.79,100.862343711,1.71030179867,0
C11H14NO6P,NQEQTYPJSIEPHW-UHFFFAOYSA-N,287.205722,33,34,5.0,132.82,225.3189112,-1.49470221178,0
C10H9NO,WHOOUMGHGSPMGR-UHFFFAOYSA-N,159.18456,21,22,2.0,32.86,141.608080963,1.36419884073,0
C10H8NO2,SEOVTRFCIGRIMH-UHFFFAOYSA-N,174.17602,21,22,2.0,55.92,149.080078313,1.34041868455,0
C10H9NO2,SEOVTRFCIGRIMH-UHFFFAOYSA-N,175.18396,22,23,2.0,53.09,150.398307663,1.34041868455,0
C11H9NO3,RSTKLPZEZYGQPY-UHFFFAOYSA-N,203.19406,24,25,3.0,70.16,173.848060289,0.741539916746,0
C10H12N4O5,UGQMRVRMYYASKQ-UHFFFAOYSA-N,268.22608,31,33,2.0,133.49,200.039268389,-0.0855981173939,0
C6H14O12P2,PELZSPZCXGTUMR-UHFFFAOYSA-N,340.115684,34,34,4.0,234.06,245.113134978,-5.93518657499,2
C6H15O15P3,MMWCIQZXVOZEGG-UHFFFAOYSA-N,420.095586,39,39,6.0,290.4,291.311068488,-7.33706166541,2
I2,PNDPGZBMCMUPRI-UHFFFAOYSA-N,253.80894,2,1,0.0,0.0,59.1100620413,1.81696150723,0
C25H42N7O17P3S,AEWHYWSPVRZHCT-UHFFFAOYSA-N,837.623966,95,97,23.0,393.06,668.033446988,-3.69275511786,2
C10H10O6,NTGWPRCCOQCMGE-UHFFFAOYSA-N,226.1828,26,26,4.0,104.06,208.718912958,-0.0910326647604,0
C26H44N7O17P3S,UYVZIWWBJMYRCD-UHFFFAOYSA-N,851.650546,98,100,24.0,393.06,685.329431614,-3.48840676343,2
C5H6O4,LVHBHZANLOWSRM-UHFFFAOYSA-N,130.09874,15,14,3.0,74.6,122.28791253,-0.040191682176,0
C10H15N4O14P3,HAEJPQIATWHALX-UHFFFAOYSA-N,508.165786,46,48,8.0,302.51,338.633068918,-4.26122958422,2
K,NTTOTNSKUYCDAV-UHFFFAOYSA-N,39.0983,1,0,0.0,0.0,0.0,-1.041,0
C18H36N4O11,SBUJHOSQTJFQJX-UHFFFAOYSA-N,484.49864,69,71,6.0,282.61,423.494340403,-6.02231402991,2
C18H37N5O10,SKKLOUVUUNMCJE-UHFFFAOYSA-N,483.51388,70,72,6.0,288.4,425.70087391,-6.02231402991,2
C8H14O8,KYQCXUMVJGMDNG-UHFFFAOYSA-N,238.19196,30,29,7.0,155.52,211.973231911,-2.75808555715,1
C8H15O11P,RTNBXJBOAIDPME-UHFFFAOYSA-N,318.171862,35,34,9.0,211.86,258.17116542,-4.23619121426,2
C76H142N2O30P2,GPNCBCJEDRRCDW-UHFFFAOYSA-N,1625.883604,252,254,69.0,529.46,1598.15444891,-3.53807587785,2
C96H176N2O38P2,JVUUYJGQIVCMIU-UHFFFAOYSA-N,2028.362764,314,317,86.0,651.98,1996.76657893,-4.66924413232,2
C110H203N2O42P3,FEIRMQZKCHCJCZ-UHFFFAOYSA-N,2318.698306,360,363,102.0,714.39,2291.2620652,-4.07380728209,2
C84H154N2O37P2,XYRZRSGHCARAIB-UHFFFAOYSA-N,1846.060284,279,282,74.0,645.91,1783.06099542,-6.25317053931,2
C8H21NO6P,XGPKIOAEPQZUED-UHFFFAOYSA-N,258.229202,37,36,8.0,109.27,231.807938878,-5.58629655421,0
C5H11NO2,SNDPXSYFESPGGJ-UHFFFAOYSA-N,117.14634,19,18,3.0,63.32,120.977136739,0.159831327704,0
C5H9NO3,PMMYEEVYMWASQN-UHFFFAOYSA-N,131.12986,18,18,1.0,69.56,117.410904738,-1.03999910281,0
C15H26N4O8,FMNCPUGORYYCEM-UHFFFAOYSA-N,390.38894,53,52,15.0,222.14,369.122789022,-1.52082614433,2
C5H12O5,HEBKCHPVOIAQTA-UHFFFAOYSA-N,152.14578,22,21,4.0,101.15,138.987515333,-2.10266291734,0
C10H18N4O6,KDZOASGQNOPSCU-UHFFFAOYSA-N,290.27312,38,37,11.0,188.33,267.698871192,-0.546422749748,1
